English,1769
German,463
French,364
Russian,305
Italian,100
Japanese,40
Spanish,36
Polish,32
Swedish,27
Dutch,8
Norwegian,7
Chinese,5
Portuguese,4
Czechoslovak,4
Finnish,2
Greek,2
Turkish,1
Ukranian,1
Danish,1
Belorussian,1
Hebrew,1
Hungarian,1
