English,1767
German,462
French,364
Russian,295
Italian,100
Spanish,35
Japanese,32
Polish,29
Swedish,22
Dutch,7
Norwegian,7
Chinese,5
Czechoslovak,4
Portuguese,4
Greek,2
Finnish,2
Hungarian,1
Turkish,1
Belorussian,1
Danish,1
Hebrew,1
Ukranian,1
