"Hambrouck, C.",1
Cartier,1
"Herbert, D. A.",1
"Lebuja, M.",1
"Fomin, I.",1
"Goff, E. S.",1
"Pavlov, V. N.",1
"Parker, M. W.; Hendricks, S. B.; Borthwick, H. A.",1
"Herrod Hempsall, W.",1
"Gail, F. W.",1
"Pisek, A.; Cartellieri, E.",1
"Smith, C. F.",1
"Nightingale, G. T.; Schermerhorn, L. G.",1
"Baker, G. A.; Brooks, R. M.",1
"Odén, S. L. A.; Ångström, A.",1
"Pereira, A. B.",1
"McClellan, W. D.; Christie, J. R.; Horn, N. L.",1
"Collaer, P.",1
"Sadovsky, V.",1
"Bider, M.",1
"Cardwell, A. B.; Flora, S. D.",1
"Philipsborn, E. V.",1
"Bielich, F.",1
"Traub, H. P.; Steinbauer, C. E.",1
"Chodat, F.; Kann, S.",1
"Kuperman, F. J.; Kucerjavaja, M.",1
"Verow, O.",1
"Porter, A. M.",1
"Kimbrough, W. D.; Costa, D.",1
"Long, T. P.; Kersten, H.",1
"Grainger, J.; Allen, A. L.",1
"Egypt, Ministry of Public Works, Physical Deptartment",1
"Wharton, M. F.; Hobart, C.",1
"Volkov, I. A.; Pimanov, F. S.",1
"Sears, P. B.",1
"Sipcinsky, A. V.",1
"Hurst, R. R.; MacLaren, H. L.",1
"Baker, G. O.; Vandecaveye, S. C.",1
"MacIntire, W. H.; Shaw, W. M.",1
"Lewis, H.; Went, F. W.",1
"Wolfe, J. N.; Wareham, R. T.; Scofield, H. T.",1
"Koch, H.",1
"Steinberg, R. A.; Garner, W. W.",1
"Melander, L. W.",1
"Schade, A.",1
"Cunningham, J. C.",1
"Vène, J.",1
"Earley, E. B.; Cartter, J. L.",1
"Owen, F. V.; Carsner, E.; Stout, M.",1
"Verret, J. A.; McLennan, R. H.",1
"Seeley, Dewey A.",1
"Neustädt, W.",1
"Lauritzen, J. I.; Brandes, E. W.; Matz, J.",1
"Schubert, W.",1
"Jacob, F.",1
"Roney, J. N.",1
"Barron, W. E.",1
"Pieters, A. J.",1
"Schribaux, M.",1
"Tsai, P. H.; Chang, Y. H.",1
"Pfaff, W.",1
"Goodspeed, T. H.",1
"Bastamov, S. L.",1
"Bilancini, R.",1
"Katunskij, V. M.",1
"Klapp, E.; Spennemann, F.",1
"Schreckenthal, G.",1
U.S. Weather Bureau,1
"Sprague, H. B.; Evaul, E. E.",1
"Rambousek, F.; Neuwirth, F.",1
"Baker, O. E.",1
"Petrov, A.",1
"Papadakis, J. S.",1
"Batmanov, V. A.",1
"Doroshenko, A. V.; Karpechenko, E. D.; Nesterara, E. I.",1
Deutsche Landwirtschafts-Gesellschaft,1
"Elsasser, W. M.",1
"Chapman, R. N.; Wall, R.; Garlough, L.; Schmidt, C. T.",1
"Harris, J. A.; Lee, H. A.",1
"Mack, W. B.; Livingston, B. E.",1
"Stern, F. C.",1
"Zurzycki, J.",1
"Miller, E. H.",1
"Paravicini, E.",1
"Margarit, P.",1
"Kimball, D. A.",1
"Schneidewind, W.; et al.",1
"Sutcliffe, R. A.",1
"Martinez, E. A.",1
"Wussow, G.",1
"Koehne, W.; Friedrich, W.",1
"Shull, C. A.",1
